"Date 	series 	OPEN 	HIGH 	LOW 	PREV. CLOSE 	ltp 	CLOSE	vwap 	52W H 	52W L 	VOLUME 	VALUE 	No of trades ",,,
"5-Mar-20	EQ	383.95	387.8	374.3	377.15	374.95	375.75	380.39	561.65	320.35	14628468	""5",564,489,"039.40""	121582"
"4-Mar-20	EQ	388.05	389.9	365.1	387.55	375.95	377.15	373.75	561.65	320.35	22937148	""8",572,706,"132.00""	191616"
"4-Mar-20	EQ	388.05	389.9	365.1	387.55	375.95	377.15	373.75	561.65	320.35	22937148	""8",572,706,"132.00""	191616"
"4-Mar-20	EQ	388.05	389.9	365.1	387.55	375.95	377.15	373.75	561.65	320.35	22937148	""8",572,706,"132.00""	191616"
"4-Mar-20	EQ	388.05	389.9	365.1	387.55	375.95	377.15	373.75	561.65	320.35	22937148	""8",572,706,"132.00""	191616"
"4-Mar-20	EQ	388.05	389.9	365.1	387.55	375.95	377.15	373.75	561.65	320.35	22937148	""8",572,706,"132.00""	191616"
"3-Mar-20	EQ	373.5	391	370.1	364.05	388.3	387.55	378.36	561.65	320.35	18648933	""7",56,30,"398.20""	170252"
"3-Mar-20	EQ	373.5	391	370.1	364.05	388.3	387.55	378.36	561.65	320.35	18648933	""7",56,30,"398.20""	170252"
"3-Mar-20	EQ	373.5	391	370.1	364.05	388.3	387.55	378.36	561.65	320.35	18648933	""7",56,30,"398.20""	170252"
"3-Mar-20	EQ	373.5	391	370.1	364.05	388.3	387.55	378.36	561.65	320.35	18648933	""7",56,30,"398.20""	170252"
"3-Mar-20	EQ	373.5	391	370.1	364.05	388.3	387.55	378.36	561.65	320.35	18648933	""7",56,30,"398.20""	170252"
"3-Mar-20	EQ	373.5	391	370.1	364.05	388.3	387.55	378.36	561.65	320.35	18648933	""7",56,30,"398.20""	170252"
"3-Mar-20	EQ	373.5	391	370.1	364.05	388.3	387.55	378.36	561.65	320.35	18648933	""7",56,30,"398.20""	170252"
"2-Mar-20	EQ	393.7	394	358	381.75	364	364.05	379.84	561.65	320.35	20220772	""7",680,564,"293.85""	149142"
"28-Feb-20	EQ	398.7	398.95	375	412.8	381	381.75	383.59	561.65	320.35	24532833	""9",410,451,"642.90""	209662"
"27-Feb-20	EQ	414.9	415.9	407.05	416.3	413	412.8	411.13	561.65	320.35	10226379	""4",204,395,"291.50""	123126"
"26-Feb-20	EQ	411.3	419.4	411.3	421.3	416.5	416.3	415.83	561.65	320.35	14270706	""5",934,249,"599.60""	146854"
"25-Feb-20	EQ	419	425.55	414.4	415.45	421.8	421.3	420.39	561.65	320.35	14558176	""6",120,91,"722.50""	148263"
"24-Feb-20	EQ	434.85	434.85	413.35	443.55	415.7	415.45	423.97	561.65	320.35	17523142	""7",429,334,"259.50""	154878"
"20-Feb-20	EQ	429	447.7	428	433.2	443.45	443.55	440.98	561.65	320.35	12980237	""5",723,969,"543.25""	110855"
"19-Feb-20	EQ	436.45	438.5	428.15	431.4	433	433.2	433.2	561.65	320.35	8465109	""3",667,58,"174.25""	83669"
"19-Feb-20	EQ	436.45	438.5	428.15	431.4	433	433.2	433.2	561.65	320.35	8465109	""3",667,58,"174.25""	83669"
"19-Feb-20	EQ	436.45	438.5	428.15	431.4	433	433.2	433.2	561.65	320.35	8465109	""3",667,58,"174.25""	83669"
"19-Feb-20	EQ	436.45	438.5	428.15	431.4	433	433.2	433.2	561.65	320.35	8465109	""3",667,58,"174.25""	83669"
"19-Feb-20	EQ	436.45	438.5	428.15	431.4	433	433.2	433.2	561.65	320.35	8465109	""3",667,58,"174.25""	83669"
"18-Feb-20	EQ	434	435.15	421.3	436.85	432.65	431.4	426.78	561.65	320.35	11502423	""4",908,955,"875.90""	120480"
"18-Feb-20	EQ	434	435.15	421.3	436.85	432.65	431.4	426.78	561.65	320.35	11502423	""4",908,955,"875.90""	120480"
"17-Feb-20	EQ	435.5	440.9	433	434.55	437.95	436.85	437.28	561.65	320.35	9724765	""4",252,482,"852.50""	90008"
"17-Feb-20	EQ	435.5	440.9	433	434.55	437.95	436.85	437.28	561.65	320.35	9724765	""4",252,482,"852.50""	90008"
"14-Feb-20	EQ	441	445.55	433.35	441.25	434.5	434.55	440.3	561.65	320.35	9484817	""4",176,185,"868.10""	91279"
"13-Feb-20	EQ	448.75	451.7	439.35	447.95	440	441.25	443.43	561.65	320.35	9965221	""4",418,899,"311.95""	92151"
"12-Feb-20	EQ	450	454.5	442.55	444.1	448.35	447.95	448.06	561.65	320.35	11785858	""5",280,796,"934.20""	120023"
"11-Feb-20	EQ	448.35	457.7	442.7	443.8	445	444.1	451.05	561.65	320.35	16824371	""7",588,614,"424.95""	150061"
"10-Feb-20	EQ	460.25	463.25	440	471	443.15	443.8	447.71	561.65	320.35	26796048	""11",996,813,"737.10""	249715"
"7-Feb-20	EQ	475.7	479.7	468.85	477.6	470.25	471	473.15	561.65	320.35	11649909	""5",512,185,"950.70""	146151"
"6-Feb-20	EQ	478	487.25	471.6	475.05	476.8	477.6	481.07	561.65	320.35	16666074	""8",17,549,"957.10""	170741"
"5-Feb-20	EQ	452.25	479.7	448	451.9	477.9	475.05	462.61	561.65	320.35	16056765	""7",428,94,"432.45""	167240"
"4-Feb-20	EQ	442	453.4	433.45	436.05	452.45	451.9	446.32	561.65	320.35	13336263	""5",952,188,"084.80""	126255"
"3-Feb-20	EQ	418	439	416.6	423.8	438.7	436.05	427.35	561.65	320.35	16237126	""6",938,896,"142.50""	158028"
"1-Feb-20	EQ	431.5	440	420.1	438.7	422.6	423.8	431.17	561.65	320.35	12915212	""5",568,621,"704.00""	107938"
"31-Jan-20	EQ	453	454.25	436.45	448.55	438.5	438.7	444.51	561.65	320.35	10738727	""4",773,521,"334.00""	105534"
"30-Jan-20	EQ	451.9	454.45	441.4	452.2	448.2	448.55	447.37	561.65	320.35	14652016	""6",554,832,"560.05""	131714"
"29-Jan-20	EQ	452.8	459.7	449.6	446.25	450.45	452.2	454.69	561.65	320.35	11081834	""5",38,852,"123.95""	107296"
"28-Jan-20	EQ	460	462	442	462.45	448.9	446.25	451.55	561.65	320.35	18015283	""8",134,839,"761.20""	174202"
"27-Jan-20	EQ	477.75	477.75	460.1	483.4	460.55	462.45	466.71	561.65	320.35	12963119	""6",50,40,"151.80""	135612"
"24-Jan-20	EQ	480.3	485.1	476.45	480.25	484.65	483.4	482.42	561.65	320.35	7481130	""3",609,61,"420.60""	98666"
"23-Jan-20	EQ	475.9	481.85	473.15	475.05	479.95	480.25	478.99	561.65	320.35	7200020	""3",448,760,"303.00""	90210"
"22-Jan-20	EQ	478.65	479.85	473.2	476.15	474.15	475.05	476.56	561.65	320.35	7662171	""3",651,519,"780.40""	87905"
"21-Jan-20	EQ	487.8	487.8	473.5	490.65	474.5	476.15	481.02	561.65	320.35	11315803	""5",443,160,"301.10""	123037"
"20-Jan-20	EQ	497	499.8	489.15	495.25	490.9	490.65	492.91	561.65	320.35	7291878	""3",594,231,"285.75""	83357"
"17-Jan-20	EQ	493.3	498.9	491.9	494.4	494.4	495.25	495.76	561.65	320.35	5682460	""2",817,122,"074.85""	57841"
"16-Jan-20	EQ	502	504.05	492.1	502.1	493.8	494.4	494.96	561.65	320.35	10438369	""5",166,607,"484.95""	92004"
"15-Jan-20	EQ	491.9	503.55	489.15	498.6	501.45	502.1	497.68	561.65	320.35	12117948	""6",30,800,"139.70""	99986"
"14-Jan-20	EQ	496.45	506	495.75	495.75	498.55	498.6	500.71	561.65	320.35	15660822	""7",841,540,"774.50""	139782"
"13-Jan-20	EQ	491.1	497	487.75	486.2	495.25	495.75	492.65	561.65	320.35	10942750	""5",390,918,"649.80""	98957"
"10-Jan-20	EQ	485.5	493.85	480	483.15	487.35	486.2	487.68	561.65	320.35	15927634	""7",767,626,"596.90""	171547"
"9-Jan-20	EQ	485	486	479.1	475.25	481.4	483.15	482.84	561.65	320.35	10131152	""4",891,767,"486.85""	104492"
"8-Jan-20	EQ	471.65	478.15	467	476.1	476.5	475.25	472.2	561.65	320.35	13304841	""6",282,533,"576.10""	122527"
"7-Jan-20	EQ	475.5	484.6	473.55	473.25	475.2	476.1	479.39	561.65	320.35	13195788	""6",325,894,"944.90""	116893"
"6-Jan-20	EQ	480	480	470.55	483.7	473.3	473.25	474.95	561.65	320.35	9601608	""4",560,244,"586.05""	93838"
"3-Jan-20	EQ	483	486.2	479.45	484.85	483.75	483.7	482.61	561.65	320.35	12956863	""6",253,74,"226.40""	124603"
"2-Jan-20	EQ	472	487.8	472	467.75	487.8	484.85	480.88	561.65	320.35	21674961	""10",423,60,"443.80""	188842"
"1-Jan-20	EQ	473	476.5	464.8	472.05	467.8	467.75	469.79	561.65	320.35	12100530	""5",684,709,"148.00""	80242"
